Parish,Facility,Street,City,Address,Website,Phone
Lincoln,Super 1 Pharmacy #617,1500 N Trenton Street,Ruston,"1500 N Trenton Street, Ruston, LA",https://www.super1foods.com/stores/ruston-617/6033,(318) 254-8256
Livingston,Albany Drugs,19067 Florida Boulevard,Albany,"19067 Florida Boulevard, Albany, LA",https://www.albanydrugstore.com/contact,(225) 567-7772
Livingston,"John's Pharmacy in Albany, LLC",29148 S. Montpelier Avenue,Albany,"29148 S. Montpelier Avenue, Albany, LA",https://www.johnspharmacyinalbany.com/contact/,(225) 567-1921
Livingston,Bernard's Family Pharmacy,34876 Highway 1019,Denham Springs,"34876 Highway 1019, Denham Springs, LA",https://www.bernardsrx.com/contact,(225) 667-4286
Livingston,Cypress Pharmacy,2920 South Range Avenue,Denham Springs,"2920 South Range Avenue, Denham Springs, LA",https://cypresspharmacyla.com/about/,(225) 998-1800
Livingston,Walgreens #3180,101 Florida Avenue SE,Denham Springs,"101 Florida Avenue SE, Denham Springs, LA",https://www.walgreens.com/covid19vac,
Livingston,Walgreens Pharmacy #10400,34865 LA Highway 16,Denham Springs,"34865 LA Highway 16, Denham Springs, LA",https://www.walgreens.com/covid19vac,
Livingston,Southeast Community Health - Albany Pharm,30575 Old Baton Rouge Highwa,Hammond,"30575 Old Baton Rouge Highwa, Hammond, LA",https://www.shchc.org/locations,(225) 306-2050
Livingston,"Chris' Pharmacy & Gifts of Port Vincent, LLC",18590 Highway 16,Port Vincent,"18590 Highway 16, Port Vincent, LA",https://www.chrispharmacyandgifts.com/contact,(225) 698-6888
Livingston,Springfield Drug Store,31696 Highway 22,Springfield,"31696 Highway 22, Springfield, LA",https://www.springfielddrugstore.com/contact,(225) 294-5045
Livingston,Walgreens #11762,10200 Florida Boulevard,Walker,"10200 Florida Boulevard, Walker, LA",https://www.walgreens.com/covid19vac,
Madison,Neumann's Pharmacy,1009 Johnson Street,Tallulah,"1009 Johnson Street, Tallulah, LA",https://www.mygnp.com/pharmacies/neumanns-pharmacy-tal,(318) 574-1655
Morehouse,Lee's City Drug,123 W Madison Avenue,Bastrop,"123 W Madison Avenue, Bastrop, LA",http://www.leescitydrug.com,(318) 281-1344
Morehouse,Super 1 Pharmacy #603,2211 E Madison Avenue,Bastrop,"2211 E Madison Avenue, Bastrop, LA",https://www.super1foods.com/stores/bastrop-603/6020,(318) 281-3284
Morehouse,Morehouse Community Medical Center - Mer,108 N 16th Street,Mer Rouge,"108 N 16th Street, Mer Rouge, LA",https://www.communihealth.org/,(318) 239-8010
Natchitoches,Outpatient Medical Center Natchitoches,1640 Breazealle Springs Street,Natchitoches,"1640 Breazealle Springs Street, Natchitoches, LA",http://www.outpatientmedical.org,(318) 352-9299
Natchitoches,Super 1 Pharmacy #604,5696 Highway 1 Bypass,Natchitoches,"5696 Highway 1 Bypass, Natchitoches, LA",https://www.super1foods.com/stores/natchitoches-604/6021,(318) 214-0050
Natchitoches,Super 1 Pharmacy #613,318 Dixie Plaza,Natchitoches,"318 Dixie Plaza, Natchitoches, LA",https://www.super1foods.com/stores/natchitoches-613/6030,(318) 352-3141
Natchitoches,Walmart Pharmacy #170/Natchitoches,925 Keyser Avenue,Natchitoches,"925 Keyser Avenue, Natchitoches, LA",https://www.walmart.com/store/170-natchitoches-la,(318) 352-1903
Orleans,Baptist Community Health Services/St. Claud,4209 St. Claude Avenue,New Orleans,"4209 St. Claude Avenue, New Orleans, LA",https://bchsnola.org/,(504) 533-4999
Orleans,Broad Avenue Pharmacy,1400 N Broad Street,New Orleans,"1400 N Broad Street, New Orleans, LA",,(504) 309-4384
Orleans,Carr Drugs #1,3500 Holiday Drive,New Orleans,"3500 Holiday Drive, New Orleans, LA",https://www.carrdrugs.com/locations,(504) 367-5724
Orleans,Crescent City Pharmacy,2240 Simon Bolivar Avenue,New Orleans,"2240 Simon Bolivar Avenue, New Orleans, LA",https://crescentcitypharmacy.com/locations,(504) 267-4100
Orleans,CrescentCare Elysian Fields,1631 Elysian Fields Avenue,New Orleans,"1631 Elysian Fields Avenue, New Orleans, LA",https://crescentcarehealth.org/covid-19-testing-information/,(504) 821-2601
Orleans,CrescentCare Health & Wellness Center,3308 Tulane Avenue,New Orleans,"3308 Tulane Avenue, New Orleans, LA",https://crescentcarehealth.org/,844-315-2273
Orleans,Excelth Family Health - Algiers,4422 General Meyer Avenue,New Orleans,"4422 General Meyer Avenue, New Orleans, LA",https://www.excelth.com/algiers-family-health,(504) 526-1179
Orleans,Genoa Healthcare Pharmacy #10916,2221 Phillip Street,New Orleans,"2221 Phillip Street, New Orleans, LA",https://www.genoahealthcare.com/locations/louisiana/,(504) 571-9120
Orleans,Michoud Pharmacy,4646 Michoud Boulevard,New Orleans,"4646 Michoud Boulevard, New Orleans, LA",https://michoudpharmacy.com/contact/,(504) 435-1422
Orleans,Noela Health Care Center,13085 Chef Menteur Highway,New Orleans,"13085 Chef Menteur Highway, New Orleans, LA",https://www.noelachc.org/contact/,(504) 255-8665
Orleans,Ochsner Pharmacy and Wellness Baptist,2820 Napoleon Aveune,New Orleans,"2820 Napoleon Aveune, New Orleans, LA",https://www.ochsner.org/locations/pharmacy-wellness-ochsne,(504) 703-9640
Orleans,Ochsner Pharmacy and Wellness Lake Terrac,1532 Robert E Lee Boulevard,New Orleans,"1532 Robert E Lee Boulevard, New Orleans, LA",https://www.ochsner.org/locations/pharmacy-wellness-lake-te,(504) 226-2033
Orleans,South Broad Community Health Center,3300 S Broad Street,New Orleans,"3300 S Broad Street, New Orleans, LA",https://accesshealthla.org/location/south-broad-new-orleans/,(504) 309-5061
Orleans,St. Bernard Drugs LLC #3,10200 Chef Menteur Highway,New Orleans,"10200 Chef Menteur Highway, New Orleans, LA",https://www.stbernarddrugs.com/contact-us,(504) 242-1100
Orleans,St. Thomas Community Health Center - Maga,1936 Magazine Street,New Orleans,"1936 Magazine Street, New Orleans, LA",https://www.stthomaschc.org/locations/donald-t-erwin-center,(504) 529-5558
Orleans,Walgreens #11414,3216 Gentilly Boulevard,New Orleans,"3216 Gentilly Boulevard, New Orleans, LA",https://www.walgreens.com/covid19vac,
Orleans,Walgreens #15199,5518 Magazine Street,New Orleans,"5518 Magazine Street, New Orleans, LA",https://www.walgreens.com/covid19vac,
Orleans,Walgreens #2640,3227 Magazine Street,New Orleans,"3227 Magazine Street, New Orleans, LA",https://www.walgreens.com/covid19vac,
Orleans,Walgreens #5040,1801 St. Charles Avenue,New Orleans,"1801 St. Charles Avenue, New Orleans, LA",https://www.walgreens.com/covid19vac,
Orleans,Walgreens Pharmacy #05551,619 Decatur Street,New Orleans,"619 Decatur Street, New Orleans, LA",https://www.walgreens.com/covid19vac,
Orleans,Walgreens Pharmacy #17089,760 Harrison Avenue,New Orleans,"760 Harrison Avenue, New Orleans, LA",https://www.walgreens.com/covid19vac,
Orleans,Walgreens Pharmacy #3558,6201 Elysian Fields Avenue,New Orleans,"6201 Elysian Fields Avenue, New Orleans, LA",https://www.walgreens.com/covid19vac,
Ouachita,Aron's Pharmacy,1209 North 18th Street,Monroe,"1209 North 18th Street, Monroe, LA",,(318) 323-2242
Ouachita,Bienville Med Center (Community Pharmacy,2123 Forsythe Avenue,Monroe,"2123 Forsythe Avenue, Monroe, LA",https://mycommunityrx.com/covid-19-vaccine/,
Ouachita,Brookshires Pharmacy #034,1801 North 18th Street,Monroe,"1801 North 18th Street, Monroe, LA",https://www.brookshires.com/stores/monroe-34/6364,(318) 340-6470
Ouachita,PHSC - S.D. HIll,850 South 2nd Street,Monroe,"850 South 2nd Street, Monroe, LA",https://www.phsccenter.org/alerts.php?id=8,(318) 651-0041
Ouachita,PHSC - Women's Health Clinic,2915 Betin Street,Monroe,"2915 Betin Street, Monroe, LA",https://www.phsccenter.org/alerts.php?id=8,(318) 651-9945
Ouachita,PHSC Desiard Primary Care Clinic,2913 Betin Street,Monroe,"2913 Betin Street, Monroe, LA",https://www.phsccenter.org/locations.php,(318) 388-1250
Ouachita,RxONE St. Francis,309 Jackson Street,Monroe,"309 Jackson Street, Monroe, LA",https://stfran.com/services/pharmacy,(877) 612-8653
Ouachita,Walgreens #9086,2801 Louisville Avenue,Monroe,"2801 Louisville Avenue, Monroe, LA",https://www.walgreens.com/covid19vac,
Ouachita,Parkway Pharmacy,10374 Highway 165 North,Sterlington,"10374 Highway 165 North, Sterlington, LA",https://www.parkway-pharmacy.com/contact-us,(318) 812-2305
Ouachita,Super 1 Pharmacy #602,2907 Cypress Street,W. Monroe,"2907 Cypress Street, W. Monroe, LA",https://www.super1foods.com/stores/west-monroe-602/6019,(318) 325-3142
Ouachita,PHSC/West Monroe Family Health Center,301 McMillan Drive,West Monroe,"301 McMillan Drive, West Monroe, LA",https://www.phsccenter.org/alerts.php?id=8,(318) 737-7616
Ouachita,Walgreens #06274,3304 Cypress Street,West Monroe,"3304 Cypress Street, West Monroe, LA",https://www.walgreens.com/covid19vac,
Ouachita,Walgreens #10510,5349 Cypress Street,West Monroe,"5349 Cypress Street, West Monroe, LA",https://www.walgreens.com/covid19vac,
Plaquemines,Delta Drugs of Port Sulphur,27136 Highway 23,Port Sulphur,"27136 Highway 23, Port Sulphur, LA",,(504) 564-3141
Pointe Coupee,Innis Community Health Center,6450 LA Highway 1,Innis,"6450 LA Highway 1, Innis, LA",,(225) 492-3775
Pointe Coupee,Super 1 Pharmacy #648,420 Hospital Road,New Roads,"420 Hospital Road, New Roads, LA",https://www.super1foods.com/stores/new-roads-648/6064,(225) 638-5151
Pointe Coupee,Walmart Pharmacy #1196/New Roads,460 Hospital Road,New Roads,"460 Hospital Road, New Roads, LA",https://www.walmart.com/store/1196-new-roads-la,(225) 638-8616
Rapides,Albertsons/Savon #3215,2265 S Macarthur Drive,Alexandria,"2265 S Macarthur Drive, Alexandria, LA",https://www.mhealthsystem.com/Albertsons3215,
Rapides,Kroger Pharmacy #381,1422 MacArthur Drive,Alexandria,"1422 MacArthur Drive, Alexandria, LA",https://www.kroger.com/rx/guest/get-vaccinated,(318) 442-0512
Rapides,Rapides PHU (@ Rapides Parish Coliseum),5600 Coliseum Boulevard,Alexandria,"5600 Coliseum Boulevard, Alexandria, LA",https://laredcap.oph.dhh.la.gov/surveys/?s=NL487F89T9,(318) 487-5282
Rapides,"Rapides Primary Health Care Center, Inc.",1217 Willow Glen River Road,Alexandria,"1217 Willow Glen River Road, Alexandria, LA",http://www.rphcc.org/contact/,(318) 487-4400
Rapides,Super 1 Pharmacy #601,604 MacArthur Drive,Alexandria,"604 MacArthur Drive, Alexandria, LA",https://www.super1foods.com/stores/alexandria-601/6018,(318) 442-5710
Rapides,Walgreens #2012,4444 Jackson Street,Alexandria,"4444 Jackson Street, Alexandria, LA",https://www.walgreens.com/covid19vac,
Rapides,Walgreens Pharmacy #1657,3333 Masonic Drive,Alexandria,"3333 Masonic Drive, Alexandria, LA",https://www.walgreens.com/covid19vac,
Rapides,Louisiana Quick Care,12805 Highway 28 East,Pineville,"12805 Highway 28 East, Pineville, LA",,(318) 466-5151
Rapides,Super 1 Pharmacy #609,2951 Cottingham Expressway,Pineville,"2951 Cottingham Expressway, Pineville, LA",https://www.super1foods.com/stores/pineville-609/6026,(318) 641-7131
Rapides,Walgreens #9182,3400 Military Highway,Pineville,"3400 Military Highway, Pineville, LA",https://www.walgreens.com/covid19vac,
Red River,Christus Coushatta Health Care Center,1635 Marvel Street,Coushatta,"1635 Marvel Street, Coushatta, LA",https://www.christushealth.org/coushatta,(318) 932-2184
Richland,Delhi Community Health Center,109 Elm Street,Delhi,"109 Elm Street, Delhi, LA",http://www.dchc-delhi.com/contact-.html,(318) 878-6650
Richland,Delhi Health Center Pharmacy,414 Broadway Street,Delhi,"414 Broadway Street, Delhi, LA",https://www.facebook.com/delhihealthcenterla/?ref=py_c,(318) 878-5104
Richland,Rayville Family Clinic,1962 Julia Street,Rayville,"1962 Julia Street, Rayville, LA",,(318) 728-8833
Sabine,Walgreens #12306,280 San Antionio Avenue,Many,"280 San Antionio Avenue, Many, LA",https://www.walgreens.com/covid19vac,
Sabine,Walmart Pharmacy #876/Many,25800 Highway 171,Many,"25800 Highway 171, Many, LA",https://www.walmart.com/store/876-many-la,(318) 256-6378
St. Bernard,St. Bernard Community Health Center,8050 W. Judge Perez Drive,Chalmette,"8050 W. Judge Perez Drive, Chalmette, LA",https://accesshealthla.org/location/st-bernard-chalmette/,(504) 281-2800
St. Bernard,Walgreens #7415,100 W Judge Perez Drive,Chalmette,"100 W Judge Perez Drive, Chalmette, LA",https://www.walgreens.com/covid19vac,
St. Bernard,Walmart Pharmacy #909/Chalmette,8101 W Judge Perez Drive,Chalmette,"8101 W Judge Perez Drive, Chalmette, LA",https://www.walmart.com/store/909-chalmette-la,(504) 278-2027
St. Bernard,Walgreens #13586,4141 E Judge Perez Drive,Meraux,"4141 E Judge Perez Drive, Meraux, LA",https://www.walgreens.com/covid19vac,
St. Charles,Walgreens Pharmacy #9861,13500 Highway 90,Boutte,"13500 Highway 90, Boutte, LA",https://www.walgreens.com/covid19vac,
St. Charles,NOLA Discount Pharmacy of Destrahan,3001 Ormond Boulevard,Destrehan,"3001 Ormond Boulevard, Destrehan, LA",https://www.nolapharmacy.com/locations/destrehan-location,(985) 307-0800
St. Charles,Ochsner Pharmacy and Wellness Destrehan,13100 River Road,Destrehan,"13100 River Road, Destrehan, LA",https://www.ochsner.org/locations/pharmacy-wellness-destreh,(985) 240-4610
St. Charles,St. Charles Community Health Center - Luling,843 Milling Avenue,Luling,"843 Milling Avenue, Luling, LA",https://accesshealthla.org/location/st-charles-luling/,(985) 785-5800
St. Helena,Greensburg Family Pharmacy,6166 Highway 10,Greensburg,"6166 Highway 10, Greensburg, LA",https://www.greensburgfamilypharmacy.com/contact,(225) 222-4279
St. Helena,Southeast Community Health - Greensburg,490 Sitman Street,Greensburg,"490 Sitman Street, Greensburg, LA",https://www.shchc.org/locations,(225) 306-2070
St. James,Gem Drugs - Gramercy,1635 Highway 3125,Gramercy,"1635 Highway 3125, Gramercy, LA",https://www.gemdrugs.com/,(225) 869-3651
St. James,SouthStar Urgent Care Gramercy,1665 LA Highway 3125,Gramercy,"1665 LA Highway 3125, Gramercy, LA",https://hulinhealth.com/index.cfm?e=inner4&itemcategory=91,(337) 465-4600
St. John the Baptist,Walgreens #5801,1815 W Airline Highway,La Place,"1815 W Airline Highway, La Place, LA",https://www.walgreens.com/covid19vac,
St. John the Baptist,Medicine Shoppe #1030,70 Dominican Drive,LaPlace,"70 Dominican Drive, LaPlace, LA",https://laplace.medicineshoppe.com/contact,(985) 652-1245
St. John the Baptist,The Urgent Care - Laplace,113 Belle Terre Boulevard,Laplace,"113 Belle Terre Boulevard, Laplace, LA",https://www.theurgentcare.com/contact-us/,(985) 212-8631
St. John the Baptist,Gem Drugs - Reserve,139 Central Avenue,Reserve,"139 Central Avenue, Reserve, LA",https://www.gemdrugs.com/,(985) 536-3957
St. Landry,Maple Avenue Pharmacy,1200 W Maple Avenue,Eunice,"1200 W Maple Avenue, Eunice, LA",https://www.mapleavepharmacy.com/contact,(337) 457-5216
St. Landry,Super 1 Pharmacy #637,1800 W Laurel Street,Eunice,"1800 W Laurel Street, Eunice, LA",https://www.super1foods.com/stores/eunice-637/6053,(337) 457-0878
St. Landry,Ken's Thrifty Way Pharmacy,517 E Prudhomme Street,Opelousas,"517 E Prudhomme Street, Opelousas, LA",https://www.kensthriftyway.com/locations/opelousas,(337) 942-7551
St. Landry,Lagniappe Pharmacy #6,1717 S Union Street,Opelousas,"1717 S Union Street, Opelousas, LA",,(337) 948-7703
St. Landry,Super 1 Pharmacy #636,2418 South Union Street,Opelousas,"2418 South Union Street, Opelousas, LA",https://www.super1foods.com/stores/opelousas-636/6052,(337) 942-3674
St. Landry,"The Family Clinic, Opelousas",3921 I-49 S Service Road,Opelousas,"3921 I-49 S Service Road, Opelousas, LA",,(337) 942-5706
St. Landry,Thrifty Way at The Cottage,1406 W Landry Street,Opelousas,"1406 W Landry Street, Opelousas, LA",http://thriftywayatthecottage.com,(337) 942-2653
St. Martin,Bon Ami Pharmacy,2825 Grand Point Highway 9,Breaux Bridge,"2825 Grand Point Highway 9, Breaux Bridge, LA",https://www.bonamipharmacy.com/contact,(337) 454-6536
St. Martin,"Hollier's Family Pharmacy, LLC",1456 E Bridge Street,Breaux Bridge,"1456 E Bridge Street, Breaux Bridge, LA",http://hollierspharmacy.com/,(337) 257-5022
St. Martin,Super 1 Pharmacy #646,924 Rees Street,Breaux Bridge,"924 Rees Street, Breaux Bridge, LA",https://www.super1foods.com/stores/breaux-bridge-646/6062,(337) 332-6339
St. Martin,St. Martin Parish Community Health Center,317 Dernier Street,St. Martinville,"317 Dernier Street, St. Martinville, LA",https://www.icchc.org/st-martinville-la,(337) 342-2566
St. Mary,Teche Action Clinic Franklin,1115 Weber Street,Franklin,"1115 Weber Street, Franklin, LA",,(337) 828-2550
St. Mary,Walmart Pharmacy #311/Franklin,200 Northwest Boulevard,Franklin,"200 Northwest Boulevard, Franklin, LA",https://www.walmart.com/store/311-franklin-la,(337) 828-4493
St. Mary,Walgreens #10975,815 Brashear Avenue,Morgan City,"815 Brashear Avenue, Morgan City, LA",https://www.walgreens.com/covid19vac,
St. Tammany,Walgreens #11996,70997 Highway 59,Abita Springs,"70997 Highway 59, Abita Springs, LA",https://www.walgreens.com/covid19vac,
St. Tammany,Ochsner Pharmacy and Wellness Covington,1000 Ochsner Boulevard,Covington,"1000 Ochsner Boulevard, Covington, LA",https://www.ochsner.org/locations/pharmacy-wellness-covingt,(985) 871-2549
St. Tammany,Start Community Health Center,1505 N Florida Boulevard,Covington,"1505 N Florida Boulevard, Covington, LA",,(985) 900-1626
St. Tammany,Walgreens #3990,1203 Business 190,Covington,"1203 Business 190, Covington, LA",https://www.walgreens.com/covid19vac,
St. Tammany,Walgreens Pharmacy #9645,73626 Highway 25,Covington,"73626 Highway 25, Covington, LA",https://www.walgreens.com/covid19vac,
St. Tammany,Baham Pharmacy & Wellness,3916 Highway 22,Mandeville,"3916 Highway 22, Mandeville, LA",https://www.bahampharmacy.com/contact-us/,(985) 273-5099
St. Tammany,Walgreens Pharmacy #06849,2050 Florida Street,Mandeville,"2050 Florida Street, Mandeville, LA",https://www.walgreens.com/covid19vac,
St. Tammany,"Miley Meds Pharmacy, LLC",64288 Highway 41,Pearl River,"64288 Highway 41, Pearl River, LA",https://mileymeds.com/,(985) 256-7222
St. Tammany,Finnan's Family Pharmacy,3044 Gause Boulevard East,Slidell,"3044 Gause Boulevard East, Slidell, LA",https://finnansfamilypharmacy.com/contact,(985) 288-5899
St. Tammany,Genoa Healthcare Pharmacy #20281,2331 Carey Street,Slidell,"2331 Carey Street, Slidell, LA",https://www.genoahealthcare.com/locations/louisiana/,(985) 718-4253
St. Tammany,Medicine Shoppe #0025,999 Robert Boulevard,Slidell,"999 Robert Boulevard, Slidell, LA",https://slidell.medicineshoppe.com/contact,(985) 643-7894
St. Tammany,Ochsner Pharmacy and Wellness Slidell Mem,1051 Gause Boulevard,Slidell,"1051 Gause Boulevard, Slidell, LA",https://www.ochsner.org/locations/ochsner-pharmacy-and-wel,(985) 639-3726
St. Tammany,Walgreens #4007,1260 Front Street,Slidell,"1260 Front Street, Slidell, LA",https://www.walgreens.com/covid19vac,
Tangipahoa,Drive-In Drug Store,228 S First Street,Amite,"228 S First Street, Amite, LA",https://www.driveindrugstore.com/contact,(985) 748-8307
Tangipahoa,Albertsons/Savon #714,1801 W Thomas Street,Hammond,"1801 W Thomas Street, Hammond, LA",https://www.mhealthsystem.com/Albertsons0714,
Tangipahoa,Channell Drugs,1812 W Thomas Street,Hammond,"1812 W Thomas Street, Hammond, LA",https://www.channelldrugs.com/contact,(985) 345-4767
Tangipahoa,Genoa Healthcare Pharmacy #20043,835 Pride Drive,Hammond,"835 Pride Drive, Hammond, LA",https://www.genoahealthcare.com/locations/louisiana/,(985) 277-1440
Tangipahoa,Pete's Family Pharmacy,539 W Railroad Avenue,Independence,"539 W Railroad Avenue, Independence, LA",https://www.petesfamilypharmacy.com/contact,(985) 878-6321
Tangipahoa,Southeast Community Health - Independence,336 East Railroad Avenue,Independence,"336 East Railroad Avenue, Independence, LA",https://www.shchc.org/locations,(225) 306-2060
Tangipahoa,Schilling Pharmacy,210 Avenue G,Kentwood,"210 Avenue G, Kentwood, LA",https://www.facebook.com/Schillings-Pharmacy-Gifts-2264026,(985) 269-1817
Tangipahoa,Southeast Community Health - Kentwood Pha,721 Avenue G,Kentwood,"721 Avenue G, Kentwood, LA",https://www.shchc.org/locations,(225) 306-2100
Tangipahoa,Floyd's Family Pharmacy,1625 Highway 51 North,Ponchatoula,"1625 Highway 51 North, Ponchatoula, LA",https://www.floydsfamilypharmacy.com/locations/ponchatoula,(985) 386-2232
Tangipahoa,Ponchatoula Family Pharmacy,19008 Highway 22,Ponchatoula,"19008 Highway 22, Ponchatoula, LA",https://www.ponchatoulafamilypharmacy.com/contact,(985) 386-6556
Tangipahoa,Robert Pharmacy,44354 Highway 445,Robert,"44354 Highway 445, Robert, LA",mailto:robert_pharmacy@yahoo.com ,(985) 348-1213
Tensas,Fred's Pharmacy #3861,705 Plank Road Highway 128,St. Joseph,"705 Plank Road Highway 128, St. Joseph, LA",https://www.facebook.com/ExpressRxStJoseph/,(318) 766-4563
Tensas,Tensas Community Health Center,402 Levee Street,St. Joseph,"402 Levee Street, St. Joseph, LA",https://www.tensashealth.com/home,(318) 766-1967
Terrebonne,Wolfe's Pharmacy,5458 Highway 56,Chauvin,"5458 Highway 56, Chauvin, LA",https://www.wolfespharmacy.com/,(985) 594-5821
Terrebonne,Peoples Drug Store,7869 Main Street,Houma,"7869 Main Street, Houma, LA",https://www.peoplesdrugstoreinc.com/contact,(985) 873-8526
Terrebonne,Pharmacy Express,1963 Prospect Boulevard,Houma,"1963 Prospect Boulevard, Houma, LA",https://www.facebook.com/Pharmacy-Express-1111545539351,(985) 873-0100
Terrebonne,Start Community Health Center,235 Civic Center Blvd.,Houma,"235 Civic Center Blvd., Houma, LA",http://www.startcorp.org/community-health-center/houma-se,(985) 333-2020
Terrebonne,Walgreens #7095,1435 W Tunnel Boulevard,Houma,"1435 W Tunnel Boulevard, Houma, LA",https://www.walgreens.com/covid19vac,
Terrebonne,Walmart Pharmacy #3483/Houma,933 Grand Caillou Road,Houma,"933 Grand Caillou Road, Houma, LA",https://www.walmart.com/store/3483-houma-la,(985) 917-0121
Terrebonne,Walmart Pharmacy #542/Houma,1633 Martin Luther King Jr Boul,Houma,"1633 Martin Luther King Jr Boul, Houma, LA",https://www.walmart.com/store/542-houma-la,(985) 851-3284
Union,Bernice Pharmacy,417 E Main Street,Bernice,"417 East Main Street, Bernice, LA",,(318) 285-9521
Union,Brookshires Pharmacy #038,1018 Sterlington Highway,Farmerville,"1018 Sterlington Highway, Farmerville, LA",https://www.brookshires.com/stores/farmerville-38/6368,(318) 368-2218
Union,Matte's Pharmacy Inc.,314 Main Street,Marion,"314 Main Street, Marion, LA",https://stores.healthmart.com/mattespharmacy/our_pharmacy,(318) 292-4570
Union,Morehouse Community Medical Center - Mar,335 Main Street,Marion,"335 Main Street, Marion, LA",,(318) 292-2795
Vermilion,Super 1 Pharmacy #638,2210 Veterans Memorial Drive,Abbeville,"2210 Veterans Memorial Drive, Abbeville, LA",https://www.super1foods.com/stores/abbeville-638/6054,(337) 898-1929
Vermilion,Thrifty Way Pharmacy of Abbeville,2640 North Drive,Abbeville,"2640 North Drive, Abbeville, LA",https://thriftywayrx.com/contact-us/,(337) 893-6304
Vermilion,Walgreens Pharmacy #07393,2201 Veterans Memorial Drive,Abbeville,"2201 Veterans Memorial Drive, Abbeville, LA",https://www.walgreens.com/covid19vac,
Vermillion,Abbeville Community Health Center,1009 Charity Street,Abbeville,"1009 Charity Street, Abbeville, LA",https://www.icchc.org/abbeville-la,(337) 893-3443
Vernon,Outpatient Medical Center Leesville,908 S 10th Street,Leesville,"908 S 10th Street, Leesville, LA",http://www.outpatientmedical.org,(337) 238-1274
Vernon,Walgreens #10538,2008 S 5th Street,Leesville,"2008 S 5th Street, Leesville, LA",https://www.walgreens.com/covid19vac,
Washington,Sumrall's Pharmacy,30304 Highway 21,Angie,"30304 Highway 21, Angie, LA",,(985) 986-4433
Washington,Nielsen's Pharmacy,1619 S Columbia Street,Bogalusa,"1619 S Columbia Street, Bogalusa, LA",mailto:nielsens_pharmacy@yahoo.com ,(985) 732-7481
Washington,"Creel's Family Pharmacy, LLC",26496 Highway 62,Franklinton,"26496 Highway 62, Franklinton, LA",https://www.facebook.com/Creels-Family-Pharmacy-25836314,(985) 848-5555
Webster,Walgreens #15402,625 Homer Road,Minden,"625 Homer Road, Minden, LA",https://www.walgreens.com/covid19vac,
Webster,Walmart Pharmacy #87/Minden,1379 Homer Road,Minden,"1379 Homer Road, Minden, LA",https://www.walmart.com/store/87-minden-la,(318) 377-8211
Webster,Springhill Family Pharmacy,1190 S Arkansas Street,Springhill,"1190 S Arkansas Street, Springhill, LA",https://www.springhillfamilypharmacy.com/,(318) 539-3258
West Baton Rouge,Walgreens #15366,220 N Alexander Avenue,Port Allen,"220 N Alexander Avenue, Port Allen, LA",https://www.walgreens.com/covid19vac,
West Baton Rouge,Walmart Pharmacy #1136/Port Allen,3255 LA Highway 1 South,Port Allen,"3255 LA Highway 1 South, Port Allen, LA",https://www.walmart.com/store/1136-port-allen-la,(225) 749-7454
West Carroll,Perkins Family Pharmacy,803 E Main Street,Oak Grove,"803 E Main Street, Oak Grove, LA",https://www.perkinsfamilypharmacy.com/oak-grove,(318) 372-5419
West Carroll,West Carroll Memorial Hospital,706 Ross Street,Oak Grove,"706 Ross Street, Oak Grove, LA",,(318) 428-4964
West Feliciana,St. Francisville Pharmacy,7189 Highway 61,St. Francisville,"7189 Highway 61, St. Francisville, LA",https://www.facebook.com/st.franpharm/,(225) 245-5141
Winn,Fred's Pharmacy #3231,2001 W Court Street,Winnfield,"2001 W Court Street, Winnfield, LA",,(318) 648-6410
Winn,Walmart Pharmacy #244/Winnfield,5940 Highway 167 North,Winnfield,"5940 Highway 167 North, Winnfield, LA",https://www.walmart.com/store/244-winnfield-la,(318) 628-4690
