,longitude,latitude,Parish,Facility,Street,City,Address,Website,Phone
145,-91.944635,30.14137,Lafayette,Walgreens Pharmacy #10126,105 St. Nazaire Road,Broussard,"105 St. Nazaire Road, Broussard, LA",https://www.walgreens.com/covid19vac,
146,-92.040386,30.32137,Lafayette,"Melancon Pharmacy, Inc.",730 Veterans Drive,Carencro,"730 Veterans Drive, Carencro, LA",,(337) 896-8434
147,-92.185795,30.235821,Lafayette,Duson's Cashway Pharmacy,110 W First Street,Duson,"110 W First Street, Duson, LA",https://cashwayinscott.com/,(337) 935-6439
148,-92.05723,30.219948,Lafayette,Genoa Healthcare Pharmacy #20172,302 Dulles Drive,Lafayette,"302 Dulles Drive, Lafayette, LA",https://www.genoahealthcare.com/locations/louisiana/,(337) 326-5710
149,-92.030863,30.244594,Lafayette,Medicine Bin Plus,1105 W Willow Street,Lafayette,"1105 W Willow Street, Lafayette, LA",,(337) 408-8800
150,-92.09338,30.152148,Lafayette,Neighbors Pharmacy,6770 Johnston Street,Lafayette,"6770 Johnston Street, Lafayette, LA",https://neighborspharmacy.com/contact-us/,(337) 706-7706
151,-92.074223,30.184142,Lafayette,Stafford HealthCare Walk-in Clinic,207 Westmark Boulevard,Lafayette,"207 Westmark Boulevard, Lafayette, LA",http://www.staffordclinic.com/,(337) 981-6811
152,-92.065776,30.172806,Lafayette,Super 1 Pharmacy #623,3747 Ambassador Caffery,Lafayette,"3747 Ambassador Caffery, Lafayette, LA",https://www.super1foods.com/stores/lafayette-623/6039,(337) 988-2278
153,-92.016164,30.244004,Lafayette,Super 1 Pharmacy #627,215 W Willow Street,Lafayette,"215 W Willow Street, Lafayette, LA",https://www.super1foods.com/stores/lafayette-627/6043,(337) 572-9053
154,-92.000871,30.225174,Lafayette,Surrey Street Community Health Center,1004 Surrey Street,Lafayette,"1004 Surrey Street, Lafayette, LA",https://www.icchc.org/lafayetter-la,(337) 456-6768
155,-92.094486,30.235384,Lafayette,Scott Pharmacy,1000 St. Mary Street,Scott,"1000 St. Mary Street, Scott, LA",,(337) 235-5216
156,-92.110574,30.251675,Lafayette,Super 1 Pharmacy #643,200 Destination Pointe Lane,Scott,"200 Destination Pointe Lane, Scott, LA",https://www.super1foods.com/stores/scott-643/6059,(337) 210-2001
157,-92.008192,30.134215,Lafayette,Super 1 Pharmacy #645,1500 Bonin Road,Youngsville,"1500 Bonin Road, Youngsville, LA",https://www.super1foods.com/stores/youngsville-645/6061,(337) 573-6176
158,-90.69436,29.65187,Lafourche,Willow Bark Pharmacy #1,2138 Bayou Blue Road,Houma,"2138 Bayou Blue Road, Houma, LA",http://www.willowbarkpharmacy.com/about_us.html,(985) 876-5502
159,-90.35577,29.55938,Lafourche,Walgreens Pharmacy #17785,13998 W Main Street,Larose,"13998 W Main Street, Larose, LA",https://www.walgreens.com/covid19vac,
160,-90.564681,29.701759,Lafourche,Ochsner Pharmacy and Wellness St Anne,108 Acadia Park Drive,Raceland,"108 Acadia Park Drive, Raceland, LA",https://www.ochsner.org/locations/pharmacy-wellness-ochsne,(985) 297-6016
161,-90.806758,29.784826,Lafourche,Life Coast Community Health Center,1101 Audubon Avenue,Thibodaux,"1101 Audubon Avenue, Thibodaux, LA",https://www.lifecoasthealth.com/,(985) 492-6170
162,-90.81748,29.800761,Lafourche,Walgreens Pharmacy #4140,195 N Canal Boulevard,Thibodaux,"195 N Canal Boulevard, Thibodaux, LA",https://www.walgreens.com/covid19vac,
163,-90.805122,29.880028,Lafourche,Willow Bark Pharmacy #2,606 Highway 20,Thibodaux,"606 Highway 20, Thibodaux, LA",http://www.willowbarkpharmacy.com/about_us.html,(985) 633-2275
164,-92.169,31.69307,LaSalle,"Chaudhry Clinic, LLC",11809 Highway 84 West,Jena,"11809 Highway 84 West, Jena, LA",,(318) 992-4133
165,-92.717061,32.506984,Lincoln,PHSC Grambling Family Health Center,7604 Highway 80,Grambling,"7604 Highway 80, Grambling, LA",https://www.phsccenter.org/locations.php,(318) 596-1700
166,-92.639167,32.517048,Lincoln,Lincoln Community Health Center,1140 South Vienna Street,Ruston,"1140 South Vienna Street, Ruston, LA",https://docs.google.com/forms/d/e/1FAIpQLScoSyXmUE6w-llD,(318) 224-7190
167,-92.63884,32.522349,Lincoln,Prescription Shoppe Pharmacy Ruston,104 West Line Avenue,Ruston,"104 West Line Avenue, Ruston, LA",https://www.prescriptionshopperx.com/contact,(318) 255-7363
168,-92.637985,32.544804,Lincoln,Super 1 Pharmacy #617,1500 N Trenton Street,Ruston,"1500 N Trenton Street, Ruston, LA",https://www.super1foods.com/stores/ruston-617/6033,(318) 254-8256
169,-90.57749,30.50418,Livingston,Albany Drugs,19067 Florida Boulevard,Albany,"19067 Florida Boulevard, Albany, LA",https://www.albanydrugstore.com/contact,(225) 567-7772
170,-90.58236,30.49726,Livingston,"John's Pharmacy in Albany, LLC",29148 S. Montpelier Avenue,Albany,"29148 S. Montpelier Avenue, Albany, LA",https://www.johnspharmacyinalbany.com/contact/,(225) 567-1921
171,-90.957291,30.573527,Livingston,Bernard's Family Pharmacy,34876 Highway 1019,Denham Springs,"34876 Highway 1019, Denham Springs, LA",https://www.bernardsrx.com/contact,(225) 667-4286
172,-90.95639,30.44654,Livingston,Cypress Pharmacy,2920 South Range Avenue,Denham Springs,"2920 South Range Avenue, Denham Springs, LA",https://cypresspharmacyla.com/about/,(225) 998-1800
173,-90.955818,30.482532,Livingston,Walgreens #3180,101 Florida Avenue SE,Denham Springs,"101 Florida Avenue SE, Denham Springs, LA",https://www.walgreens.com/covid19vac,
174,-90.956375,30.573531,Livingston,Walgreens Pharmacy #10400,34865 LA Highway 16,Denham Springs,"34865 LA Highway 16, Denham Springs, LA",https://www.walgreens.com/covid19vac,
175,-90.563172,30.483629,Livingston,Southeast Community Health - Albany Pharm,30575 Old Baton Rouge Highwa,Hammond,"30575 Old Baton Rouge Highwa, Hammond, LA",https://www.shchc.org/locations,(225) 306-2050
176,-90.847467,30.335876,Livingston,"Chris' Pharmacy & Gifts of Port Vincent, LLC",18590 Highway 16,Port Vincent,"18590 Highway 16, Port Vincent, LA",https://www.chrispharmacyandgifts.com/contact,(225) 698-6888
177,-90.547647,30.428744,Livingston,Springfield Drug Store,31696 Highway 22,Springfield,"31696 Highway 22, Springfield, LA",https://www.springfielddrugstore.com/contact,(225) 294-5045
178,-90.861091,30.486914,Livingston,Walgreens #11762,10200 Florida Boulevard,Walker,"10200 Florida Boulevard, Walker, LA",https://www.walgreens.com/covid19vac,
179,-91.18446,32.40144,Madison,Neumann's Pharmacy,1009 Johnson Street,Tallulah,"1009 Johnson Street, Tallulah, LA",https://www.mygnp.com/pharmacies/neumanns-pharmacy-tal,(318) 574-1655
180,-91.91548,32.778129,Morehouse,Lee's City Drug,123 W Madison Avenue,Bastrop,"123 W Madison Avenue, Bastrop, LA",http://www.leescitydrug.com,(318) 281-1344
181,-91.884254,32.777334,Morehouse,Super 1 Pharmacy #603,2211 E Madison Avenue,Bastrop,"2211 E Madison Avenue, Bastrop, LA",https://www.super1foods.com/stores/bastrop-603/6020,(318) 281-3284
182,-91.79283,32.77513,Morehouse,Morehouse Community Medical Center - Mer,108 N 16th Street,Mer Rouge,"108 N 16th Street, Mer Rouge, LA",https://www.communihealth.org/,(318) 239-8010
183,-93.102939,31.780836,Natchitoches,Outpatient Medical Center Natchitoches,1640 Breazealle Springs Street,Natchitoches,"1640 Breazealle Springs Street, Natchitoches, LA",http://www.outpatientmedical.org,(318) 352-9299
184,-93.108503,31.770941,Natchitoches,Super 1 Pharmacy #604,5696 Highway 1 Bypass,Natchitoches,"5696 Highway 1 Bypass, Natchitoches, LA",https://www.super1foods.com/stores/natchitoches-604/6021,(318) 214-0050
185,-93.096243,31.72354,Natchitoches,Super 1 Pharmacy #613,318 Dixie Plaza,Natchitoches,"318 Dixie Plaza, Natchitoches, LA",https://www.super1foods.com/stores/natchitoches-613/6030,(318) 352-3141
186,-93.066978,31.750582,Natchitoches,Walmart Pharmacy #170/Natchitoches,925 Keyser Avenue,Natchitoches,"925 Keyser Avenue, Natchitoches, LA",https://www.walmart.com/store/170-natchitoches-la,(318) 352-1903
187,-90.033069,29.965495,Orleans,Baptist Community Health Services/St. Claud,4209 St. Claude Avenue,New Orleans,"4209 St. Claude Avenue, New Orleans, LA",https://bchsnola.org/,(504) 533-4999
188,-90.077676,29.976188,Orleans,Broad Avenue Pharmacy,1400 N Broad Street,New Orleans,"1400 N Broad Street, New Orleans, LA",,(504) 309-4384
189,-90.015529,29.919686,Orleans,Carr Drugs #1,3500 Holiday Drive,New Orleans,"3500 Holiday Drive, New Orleans, LA",https://www.carrdrugs.com/locations,(504) 367-5724
190,-90.085941,29.938631,Orleans,Crescent City Pharmacy,2240 Simon Bolivar Avenue,New Orleans,"2240 Simon Bolivar Avenue, New Orleans, LA",https://crescentcitypharmacy.com/locations,(504) 267-4100
191,-90.056687,29.974393,Orleans,CrescentCare Elysian Fields,1631 Elysian Fields Avenue,New Orleans,"1631 Elysian Fields Avenue, New Orleans, LA",https://crescentcarehealth.org/covid-19-testing-information/,(504) 821-2601
192,-90.097525,29.964705,Orleans,CrescentCare Health & Wellness Center,3308 Tulane Avenue,New Orleans,"3308 Tulane Avenue, New Orleans, LA",https://crescentcarehealth.org/,844-315-2273
193,-90.009344,29.93532,Orleans,Excelth Family Health - Algiers,4422 General Meyer Avenue,New Orleans,"4422 General Meyer Avenue, New Orleans, LA",https://www.excelth.com/algiers-family-health,(504) 526-1179
194,-90.085828,29.938371,Orleans,Genoa Healthcare Pharmacy #10916,2221 Phillip Street,New Orleans,"2221 Phillip Street, New Orleans, LA",https://www.genoahealthcare.com/locations/louisiana/,(504) 571-9120
195,-89.929319,30.032009,Orleans,Michoud Pharmacy,4646 Michoud Boulevard,New Orleans,"4646 Michoud Boulevard, New Orleans, LA",https://michoudpharmacy.com/contact/,(504) 435-1422
196,-89.931343,30.03048,Orleans,Noela Health Care Center,13085 Chef Menteur Highway,New Orleans,"13085 Chef Menteur Highway, New Orleans, LA",https://www.noelachc.org/contact/,(504) 255-8665
197,-90.104008,29.938548,Orleans,Ochsner Pharmacy and Wellness Baptist,2820 Napoleon Aveune,New Orleans,"2820 Napoleon Aveune, New Orleans, LA",https://www.ochsner.org/locations/pharmacy-wellness-ochsne,(504) 703-9640
198,-90.076035,30.02024,Orleans,Ochsner Pharmacy and Wellness Lake Terrac,1532 Robert E Lee Boulevard,New Orleans,"1532 Robert E Lee Boulevard, New Orleans, LA",https://www.ochsner.org/locations/pharmacy-wellness-lake-te,(504) 226-2033
199,-90.10083,29.950446,Orleans,South Broad Community Health Center,3300 S Broad Street,New Orleans,"3300 S Broad Street, New Orleans, LA",https://accesshealthla.org/location/south-broad-new-orleans/,(504) 309-5061
200,-89.966498,30.018195,Orleans,St. Bernard Drugs LLC #3,10200 Chef Menteur Highway,New Orleans,"10200 Chef Menteur Highway, New Orleans, LA",https://www.stbernarddrugs.com/contact-us,(504) 242-1100
201,-90.074357,29.930935,Orleans,St. Thomas Community Health Center - Maga,1936 Magazine Street,New Orleans,"1936 Magazine Street, New Orleans, LA",https://www.stthomaschc.org/locations/donald-t-erwin-center,(504) 529-5558
202,-90.058694,29.999715,Orleans,Walgreens #11414,3216 Gentilly Boulevard,New Orleans,"3216 Gentilly Boulevard, New Orleans, LA",https://www.walgreens.com/covid19vac,
203,-90.116639,29.920711,Orleans,Walgreens #15199,5518 Magazine Street,New Orleans,"5518 Magazine Street, New Orleans, LA",https://www.walgreens.com/covid19vac,
204,-90.087076,29.924115,Orleans,Walgreens #2640,3227 Magazine Street,New Orleans,"3227 Magazine Street, New Orleans, LA",https://www.walgreens.com/covid19vac,
205,-90.077835,29.936349,Orleans,Walgreens #5040,1801 St. Charles Avenue,New Orleans,"1801 St. Charles Avenue, New Orleans, LA",https://www.walgreens.com/covid19vac,
206,-90.063352,29.956584,Orleans,Walgreens Pharmacy #05551,619 Decatur Street,New Orleans,"619 Decatur Street, New Orleans, LA",https://www.walgreens.com/covid19vac,
207,-90.10638,30.00435,Orleans,Walgreens Pharmacy #17089,760 Harrison Avenue,New Orleans,"760 Harrison Avenue, New Orleans, LA",https://www.walgreens.com/covid19vac,
208,-90.0608,30.02213,Orleans,Walgreens Pharmacy #3558,6201 Elysian Fields Avenue,New Orleans,"6201 Elysian Fields Avenue, New Orleans, LA",https://www.walgreens.com/covid19vac,
209,-92.110529,32.520778,Ouachita,Aron's Pharmacy,1209 North 18th Street,Monroe,"1209 North 18th Street, Monroe, LA",,(318) 323-2242
210,-92.108142,32.535137,Ouachita,Bienville Med Center (Community Pharmacy,2123 Forsythe Avenue,Monroe,"2123 Forsythe Avenue, Monroe, LA",https://mycommunityrx.com/covid-19-vaccine/,
211,-92.116271,32.526408,Ouachita,Brookshires Pharmacy #034,1801 North 18th Street,Monroe,"1801 North 18th Street, Monroe, LA",https://www.brookshires.com/stores/monroe-34/6364,(318) 340-6470
212,-92.106393,32.49039,Ouachita,PHSC - S.D. HIll,850 South 2nd Street,Monroe,"850 South 2nd Street, Monroe, LA",https://www.phsccenter.org/alerts.php?id=8,(318) 651-0041
213,-92.08768,32.52019,Ouachita,PHSC - Women's Health Clinic,2915 Betin Street,Monroe,"2915 Betin Street, Monroe, LA",https://www.phsccenter.org/alerts.php?id=8,(318) 651-9945
214,-92.08768,32.52019,Ouachita,PHSC Desiard Primary Care Clinic,2913 Betin Street,Monroe,"2913 Betin Street, Monroe, LA",https://www.phsccenter.org/locations.php,(318) 388-1250
215,-92.113586,32.499967,Ouachita,RxONE St. Francis,309 Jackson Street,Monroe,"309 Jackson Street, Monroe, LA",https://stfran.com/services/pharmacy,(877) 612-8653
216,-92.09147,32.52458,Ouachita,Walgreens #9086,2801 Louisville Avenue,Monroe,"2801 Louisville Avenue, Monroe, LA",https://www.walgreens.com/covid19vac,
217,-92.044172,32.677233,Ouachita,Parkway Pharmacy,10374 Highway 165 North,Sterlington,"10374 Highway 165 North, Sterlington, LA",https://www.parkway-pharmacy.com/contact-us,(318) 812-2305
218,-92.149847,32.516643,Ouachita,Super 1 Pharmacy #602,2907 Cypress Street,W. Monroe,"2907 Cypress Street, W. Monroe, LA",https://www.super1foods.com/stores/west-monroe-602/6019,(318) 325-3142
219,-92.15009,32.5157,Ouachita,PHSC/West Monroe Family Health Center,301 McMillan Drive,West Monroe,"301 McMillan Drive, West Monroe, LA",https://www.phsccenter.org/alerts.php?id=8,(318) 737-7616
220,-92.157572,32.517734,Ouachita,Walgreens #06274,3304 Cypress Street,West Monroe,"3304 Cypress Street, West Monroe, LA",https://www.walgreens.com/covid19vac,
221,-92.191604,32.515547,Ouachita,Walgreens #10510,5349 Cypress Street,West Monroe,"5349 Cypress Street, West Monroe, LA",https://www.walgreens.com/covid19vac,
222,-89.71244,29.49417,Plaquemines,Delta Drugs of Port Sulphur,27136 Highway 23,Port Sulphur,"27136 Highway 23, Port Sulphur, LA",,(504) 564-3141
223,-91.679168,30.876245,Pointe Coupee,Innis Community Health Center,6450 LA Highway 1,Innis,"6450 LA Highway 1, Innis, LA",,(225) 492-3775
224,-91.464855,30.686708,Pointe Coupee,Super 1 Pharmacy #648,420 Hospital Road,New Roads,"420 Hospital Road, New Roads, LA",https://www.super1foods.com/stores/new-roads-648/6064,(225) 638-5151
225,-91.464629,30.688639,Pointe Coupee,Walmart Pharmacy #1196/New Roads,460 Hospital Road,New Roads,"460 Hospital Road, New Roads, LA",https://www.walmart.com/store/1196-new-roads-la,(225) 638-8616
226,-92.463416,31.273966,Rapides,Albertsons/Savon #3215,2265 S Macarthur Drive,Alexandria,"2265 S Macarthur Drive, Alexandria, LA",https://www.mhealthsystem.com/Albertsons3215,
227,-92.47433,31.28383,Rapides,Kroger Pharmacy #381,1422 MacArthur Drive,Alexandria,"1422 MacArthur Drive, Alexandria, LA",https://www.kroger.com/rx/guest/get-vaccinated,(318) 442-0512
228,-92.503569,31.296688,Rapides,Rapides PHU (@ Rapides Parish Coliseum),5600 Coliseum Boulevard,Alexandria,"5600 Coliseum Boulevard, Alexandria, LA",https://laredcap.oph.dhh.la.gov/surveys/?s=NL487F89T9,(318) 487-5282
229,-92.426336,31.285966,Rapides,"Rapides Primary Health Care Center, Inc.",1217 Willow Glen River Road,Alexandria,"1217 Willow Glen River Road, Alexandria, LA",http://www.rphcc.org/contact/,(318) 487-4400
230,-92.480896,31.296916,Rapides,Super 1 Pharmacy #601,604 MacArthur Drive,Alexandria,"604 MacArthur Drive, Alexandria, LA",https://www.super1foods.com/stores/alexandria-601/6018,(318) 442-5710
231,-92.480676,31.278466,Rapides,Walgreens #2012,4444 Jackson Street,Alexandria,"4444 Jackson Street, Alexandria, LA",https://www.walgreens.com/covid19vac,
232,-92.459477,31.2833,Rapides,Walgreens Pharmacy #1657,3333 Masonic Drive,Alexandria,"3333 Masonic Drive, Alexandria, LA",https://www.walgreens.com/covid19vac,
233,-92.230396,31.390841,Rapides,Louisiana Quick Care,12805 Highway 28 East,Pineville,"12805 Highway 28 East, Pineville, LA",,(318) 466-5151
234,-92.414671,31.35609,Rapides,Super 1 Pharmacy #609,2951 Cottingham Expressway,Pineville,"2951 Cottingham Expressway, Pineville, LA",https://www.super1foods.com/stores/pineville-609/6026,(318) 641-7131
235,-92.410575,31.363693,Rapides,Walgreens #9182,3400 Military Highway,Pineville,"3400 Military Highway, Pineville, LA",https://www.walgreens.com/covid19vac,
236,-93.34379,32.020503,Red River,Christus Coushatta Health Care Center,1635 Marvel Street,Coushatta,"1635 Marvel Street, Coushatta, LA",https://www.christushealth.org/coushatta,(318) 932-2184
237,-91.49348,32.455986,Richland,Delhi Community Health Center,109 Elm Street,Delhi,"109 Elm Street, Delhi, LA",http://www.dchc-delhi.com/contact-.html,(318) 878-6650
238,-91.493304,32.453471,Richland,Delhi Health Center Pharmacy,414 Broadway Street,Delhi,"414 Broadway Street, Delhi, LA",https://www.facebook.com/delhihealthcenterla/?ref=py_c,(318) 878-5104
239,-91.760772,32.461476,Richland,Rayville Family Clinic,1962 Julia Street,Rayville,"1962 Julia Street, Rayville, LA",,(318) 728-8833
240,-93.489366,31.566672,Sabine,Walgreens #12306,280 San Antionio Avenue,Many,"280 San Antionio Avenue, Many, LA",https://www.walgreens.com/covid19vac,
241,-93.478448,31.567296,Sabine,Walmart Pharmacy #876/Many,25800 Highway 171,Many,"25800 Highway 171, Many, LA",https://www.walmart.com/store/876-many-la,(318) 256-6378
242,-89.985269,29.955639,St. Bernard,St. Bernard Community Health Center,8050 W. Judge Perez Drive,Chalmette,"8050 W. Judge Perez Drive, Chalmette, LA",https://accesshealthla.org/location/st-bernard-chalmette/,(504) 281-2800
243,-89.964621,29.942349,St. Bernard,Walgreens #7415,100 W Judge Perez Drive,Chalmette,"100 W Judge Perez Drive, Chalmette, LA",https://www.walgreens.com/covid19vac,
244,-89.986012,29.9579,St. Bernard,Walmart Pharmacy #909/Chalmette,8101 W Judge Perez Drive,Chalmette,"8101 W Judge Perez Drive, Chalmette, LA",https://www.walmart.com/store/909-chalmette-la,(504) 278-2027
245,-89.922323,29.936037,St. Bernard,Walgreens #13586,4141 E Judge Perez Drive,Meraux,"4141 E Judge Perez Drive, Meraux, LA",https://www.walgreens.com/covid19vac,
246,-90.387907,29.901651,St. Charles,Walgreens Pharmacy #9861,13500 Highway 90,Boutte,"13500 Highway 90, Boutte, LA",https://www.walgreens.com/covid19vac,
247,-90.364112,29.977557,St. Charles,NOLA Discount Pharmacy of Destrahan,3001 Ormond Boulevard,Destrehan,"3001 Ormond Boulevard, Destrehan, LA",https://www.nolapharmacy.com/locations/destrehan-location,(985) 307-0800
248,-90.367517,29.946388,St. Charles,Ochsner Pharmacy and Wellness Destrehan,13100 River Road,Destrehan,"13100 River Road, Destrehan, LA",https://www.ochsner.org/locations/pharmacy-wellness-destreh,(985) 240-4610
249,-90.369416,29.923169,St. Charles,St. Charles Community Health Center - Luling,843 Milling Avenue,Luling,"843 Milling Avenue, Luling, LA",https://accesshealthla.org/location/st-charles-luling/,(985) 785-5800
250,-90.75244,30.866592,St. Helena,Greensburg Family Pharmacy,6166 Highway 10,Greensburg,"6166 Highway 10, Greensburg, LA",https://www.greensburgfamilypharmacy.com/contact,(225) 222-4279
251,-90.70003,30.82744,St. Helena,Southeast Community Health - Greensburg,490 Sitman Street,Greensburg,"490 Sitman Street, Greensburg, LA",https://www.shchc.org/locations,(225) 306-2070
252,-90.695058,30.064096,St. James,Gem Drugs - Gramercy,1635 Highway 3125,Gramercy,"1635 Highway 3125, Gramercy, LA",https://www.gemdrugs.com/,(225) 869-3651
253,-90.69655,30.06354,St. James,SouthStar Urgent Care Gramercy,1665 LA Highway 3125,Gramercy,"1665 LA Highway 3125, Gramercy, LA",https://hulinhealth.com/index.cfm?e=inner4&itemcategory=91,(337) 465-4600
254,-90.501466,30.072646,St. John the Baptist,Walgreens #5801,1815 W Airline Highway,La Place,"1815 W Airline Highway, La Place, LA",https://www.walgreens.com/covid19vac,
255,-90.495484,30.075375,St. John the Baptist,Medicine Shoppe #1030,70 Dominican Drive,LaPlace,"70 Dominican Drive, LaPlace, LA",https://laplace.medicineshoppe.com/contact,(985) 652-1245
256,-90.501223,30.073943,St. John the Baptist,The Urgent Care - Laplace,113 Belle Terre Boulevard,Laplace,"113 Belle Terre Boulevard, Laplace, LA",https://www.theurgentcare.com/contact-us/,(985) 212-8631
257,-90.552037,30.054945,St. John the Baptist,Gem Drugs - Reserve,139 Central Avenue,Reserve,"139 Central Avenue, Reserve, LA",https://www.gemdrugs.com/,(985) 536-3957
258,-92.428202,30.487732,St. Landry,Maple Avenue Pharmacy,1200 W Maple Avenue,Eunice,"1200 W Maple Avenue, Eunice, LA",https://www.mapleavepharmacy.com/contact,(337) 457-5216
259,-92.4343,30.49506,St. Landry,Super 1 Pharmacy #637,1800 W Laurel Street,Eunice,"1800 W Laurel Street, Eunice, LA",https://www.super1foods.com/stores/eunice-637/6053,(337) 457-0878
260,-92.07586,30.54336,St. Landry,Ken's Thrifty Way Pharmacy,517 E Prudhomme Street,Opelousas,"517 E Prudhomme Street, Opelousas, LA",https://www.kensthriftyway.com/locations/opelousas,(337) 942-7551
261,-92.082836,30.516221,St. Landry,Lagniappe Pharmacy #6,1717 S Union Street,Opelousas,"1717 S Union Street, Opelousas, LA",,(337) 948-7703
262,-92.08629,30.507479,St. Landry,Super 1 Pharmacy #636,2418 South Union Street,Opelousas,"2418 South Union Street, Opelousas, LA",https://www.super1foods.com/stores/opelousas-636/6052,(337) 942-3674
263,-92.078625,30.470187,St. Landry,"The Family Clinic, Opelousas",3921 I-49 S Service Road,Opelousas,"3921 I-49 S Service Road, Opelousas, LA",,(337) 942-5706
264,-92.09903,30.53516,St. Landry,Thrifty Way at The Cottage,1406 W Landry Street,Opelousas,"1406 W Landry Street, Opelousas, LA",http://thriftywayatthecottage.com,(337) 942-2653
265,-91.849149,30.301678,St. Martin,Bon Ami Pharmacy,2825 Grand Point Highway 9,Breaux Bridge,"2825 Grand Point Highway 9, Breaux Bridge, LA",https://www.bonamipharmacy.com/contact,(337) 454-6536
266,-91.889727,30.280814,St. Martin,"Hollier's Family Pharmacy, LLC",1456 E Bridge Street,Breaux Bridge,"1456 E Bridge Street, Breaux Bridge, LA",http://hollierspharmacy.com/,(337) 257-5022
267,-91.901819,30.282637,St. Martin,Super 1 Pharmacy #646,924 Rees Street,Breaux Bridge,"924 Rees Street, Breaux Bridge, LA",https://www.super1foods.com/stores/breaux-bridge-646/6062,(337) 332-6339
268,-91.836361,30.115587,St. Martin,St. Martin Parish Community Health Center,317 Dernier Street,St. Martinville,"317 Dernier Street, St. Martinville, LA",https://www.icchc.org/st-martinville-la,(337) 342-2566
269,-91.505612,29.799123,St. Mary,Teche Action Clinic Franklin,1115 Weber Street,Franklin,"1115 Weber Street, Franklin, LA",,(337) 828-2550
270,-91.513861,29.813546,St. Mary,Walmart Pharmacy #311/Franklin,200 Northwest Boulevard,Franklin,"200 Northwest Boulevard, Franklin, LA",https://www.walmart.com/store/311-franklin-la,(337) 828-4493
271,-91.20335,29.70214,St. Mary,Walgreens #10975,815 Brashear Avenue,Morgan City,"815 Brashear Avenue, Morgan City, LA",https://www.walgreens.com/covid19vac,
272,-90.041278,30.459442,St. Tammany,Walgreens #11996,70997 Highway 59,Abita Springs,"70997 Highway 59, Abita Springs, LA",https://www.walgreens.com/covid19vac,
273,-90.12984,30.4603,St. Tammany,Ochsner Pharmacy and Wellness Covington,1000 Ochsner Boulevard,Covington,"1000 Ochsner Boulevard, Covington, LA",https://www.ochsner.org/locations/pharmacy-wellness-covingt,(985) 871-2549
274,-90.09746,30.492266,St. Tammany,Start Community Health Center,1505 N Florida Boulevard,Covington,"1505 N Florida Boulevard, Covington, LA",,(985) 900-1626
275,-90.08622,30.475215,St. Tammany,Walgreens #3990,1203 Business 190,Covington,"1203 Business 190, Covington, LA",https://www.walgreens.com/covid19vac,
276,-90.110518,30.490947,St. Tammany,Walgreens Pharmacy #9645,73626 Highway 25,Covington,"73626 Highway 25, Covington, LA",https://www.walgreens.com/covid19vac,
277,-90.094743,30.395451,St. Tammany,Baham Pharmacy & Wellness,3916 Highway 22,Mandeville,"3916 Highway 22, Mandeville, LA",https://www.bahampharmacy.com/contact-us/,(985) 273-5099
278,-90.063029,30.363683,St. Tammany,Walgreens Pharmacy #06849,2050 Florida Street,Mandeville,"2050 Florida Street, Mandeville, LA",https://www.walgreens.com/covid19vac,
279,-89.755616,30.364578,St. Tammany,"Miley Meds Pharmacy, LLC",64288 Highway 41,Pearl River,"64288 Highway 41, Pearl River, LA",https://mileymeds.com/,(985) 256-7222
280,-89.72285,30.29065,St. Tammany,Finnan's Family Pharmacy,3044 Gause Boulevard East,Slidell,"3044 Gause Boulevard East, Slidell, LA",https://finnansfamilypharmacy.com/contact,(985) 288-5899
281,-89.784066,30.272393,St. Tammany,Genoa Healthcare Pharmacy #20281,2331 Carey Street,Slidell,"2331 Carey Street, Slidell, LA",https://www.genoahealthcare.com/locations/louisiana/,(985) 718-4253
282,-89.770114,30.290784,St. Tammany,Medicine Shoppe #0025,999 Robert Boulevard,Slidell,"999 Robert Boulevard, Slidell, LA",https://slidell.medicineshoppe.com/contact,(985) 643-7894
283,-89.769353,30.284411,St. Tammany,Ochsner Pharmacy and Wellness Slidell Mem,1051 Gause Boulevard,Slidell,"1051 Gause Boulevard, Slidell, LA",https://www.ochsner.org/locations/ochsner-pharmacy-and-wel,(985) 639-3726
284,-89.778949,30.285476,St. Tammany,Walgreens #4007,1260 Front Street,Slidell,"1260 Front Street, Slidell, LA",https://www.walgreens.com/covid19vac,
285,-90.510775,30.72404,Tangipahoa,Drive-In Drug Store,228 S First Street,Amite,"228 S First Street, Amite, LA",https://www.driveindrugstore.com/contact,(985) 748-8307
286,-90.479985,30.499704,Tangipahoa,Albertsons/Savon #714,1801 W Thomas Street,Hammond,"1801 W Thomas Street, Hammond, LA",https://www.mhealthsystem.com/Albertsons0714,
287,-90.48215,30.50082,Tangipahoa,Channell Drugs,1812 W Thomas Street,Hammond,"1812 W Thomas Street, Hammond, LA",https://www.channelldrugs.com/contact,(985) 345-4767
288,-90.425722,30.522467,Tangipahoa,Genoa Healthcare Pharmacy #20043,835 Pride Drive,Hammond,"835 Pride Drive, Hammond, LA",https://www.genoahealthcare.com/locations/louisiana/,(985) 277-1440
289,-90.501196,30.635633,Tangipahoa,Pete's Family Pharmacy,539 W Railroad Avenue,Independence,"539 W Railroad Avenue, Independence, LA",https://www.petesfamilypharmacy.com/contact,(985) 878-6321
290,-90.500222,30.636463,Tangipahoa,Southeast Community Health - Independence,336 East Railroad Avenue,Independence,"336 East Railroad Avenue, Independence, LA",https://www.shchc.org/locations,(225) 306-2060
